Nombre Cliente;Genero;Pais;Precio USD;Unidades Vendidas;Fecha Venta;Familia de Productos;Año;Ventas
Jonathan Casey;Femenino;España;569.75;2;1/03/2025;Laptops;2025;1139.5
Joel Shaffer;No especificado;USA;955.04;4;1/03/2025;Tablets;2025;3820.16
Sherri Williams;Masculino;Canada;280.97;3;1/03/2025;Cámaras;2025;842.91
Lisa Jenkins;No especificado;Argentina;363.75;10;1/03/2025;Televisores;2025;3637.5
Debra Jensen;Masculino;Colombia;383.43;2;1/03/2025;Smartphones;2025;766.86
Jessica Gonzalez;No especificado;Francia;980.69;5;1/03/2025;Tablets;2025;4903.45
Debra Perez;No especificado;Alemania;798.29;7;1/03/2025;Consolas;2025;5588.03
Brian Walters;Masculino;Canada;941.05;9;1/03/2025;Televisores;2025;8469.45
Nicholas Higgins;No especificado;USA;344.93;7;1/03/2025;Desktops;2025;2414.51
Amy Johnson;No especificado;USA;114.97;3;1/03/2025;Smartphones;2025;344.91
Valerie Murillo;Masculino;Alemania;718;3;1/03/2025;Tablets;2025;2154
Russell Simmons;Masculino;Argentina;409.77;5;1/03/2025;Cámaras;2025;2048.85
Michael Mcmahon;No especificado;Alemania;124.32;2;1/03/2025;Cámaras;2025;248.64
Elizabeth Brooks;Femenino;Francia;245.37;4;1/03/2025;Consolas;2025;981.48
Kenneth Aguilar;No especificado;Argentina;863.26;2;1/03/2025;Desktops;2025;1726.52
John Williams;No especificado;Francia;958.2;2;1/03/2025;Desktops;2025;1916.4
Jacob Mack;No especificado;Mexico;354.78;9;1/03/2025;Laptops;2025;3193.02
Patricia Freeman;No especificado;España;263.47;10;1/03/2025;Tablets;2025;2634.7
Margaret Garner;No especificado;Francia;733.37;7;1/03/2025;Desktops;2025;5133.59
Michael Davis;Masculino;USA;426.86;4;1/03/2025;Smartphones;2025;1707.44
Vicki Jackson;No especificado;Brasil;602.59;9;1/03/2025;Cámaras;2025;5423.31
Donna Lopez;Femenino;Italia;143.33;8;1/03/2025;Tablets;2025;1146.64
Stacy Brennan;No especificado;Brasil;834.4;9;1/03/2025;Desktops;2025;7509.6
Megan Cook;Masculino;Colombia;831.11;3;1/03/2025;Consolas;2025;2493.33
David Maldonado;Femenino;Francia;90.29;9;1/03/2025;Televisores;2025;812.61
Randy Bradford;No especificado;Brasil;285.81;5;1/03/2025;Desktops;2025;1429.05
Cody Price;Masculino;Italia;933.62;2;1/03/2025;Desktops;2025;1867.24
Jeffrey Roberts;Masculino;USA;409.42;8;1/03/2025;Consolas;2025;3275.36
Brittany Barton;Masculino;Argentina;274.09;5;1/03/2025;Desktops;2025;1370.45
Joseph Miller;No especificado;Mexico;919.65;8;1/03/2025;Consolas;2025;7357.2
Joseph Frey;No especificado;España;749.2;6;1/03/2025;Desktops;2025;4495.2
Tonya Summers;Femenino;España;406.48;9;1/03/2025;Cámaras;2025;3658.32
Michael Brown;No especificado;Colombia;785.81;3;1/03/2025;Smartphones;2025;2357.43
Gary Coffey;No especificado;Alemania;588.92;5;1/03/2025;Consolas;2025;2944.6
Jeffrey Hudson;Masculino;Italia;790.74;7;1/03/2025;Smartphones;2025;5535.18
Jessica Harris;Masculino;Mexico;486.9;4;1/03/2025;Televisores;2025;1947.6
Erika Cummings;Femenino;Mexico;155.62;10;1/03/2025;Desktops;2025;1556.2
Christopher Mendoza;Masculino;Colombia;71.29;4;1/03/2025;Laptops;2025;285.16
Matthew Hays;Masculino;Mexico;549.05;10;1/03/2025;Consolas;2025;5490.5
Barbara Martinez;Masculino;Canada;872.15;10;1/03/2025;Tablets;2025;8721.5
Heather Clayton;No especificado;Argentina;69.17;7;1/03/2025;Laptops;2025;484.19
Allison Bryan;No especificado;Francia;899.6;2;1/03/2025;Cámaras;2025;1799.2
Michael Mcgee;Femenino;Canada;874.38;9;1/03/2025;Televisores;2025;7869.42
Dwayne Carroll;Masculino;Francia;937.59;4;1/03/2025;Consolas;2025;3750.36
Linda Martin;Femenino;Mexico;254.14;5;1/03/2025;Smartphones;2025;1270.7
Eric Lewis;No especificado;Mexico;940.15;9;1/03/2025;Televisores;2025;8461.35
Tyler Carroll;Masculino;USA;894.59;4;1/03/2025;Tablets;2025;3578.36
Rebekah Parker DDS;Femenino;Colombia;695.31;5;1/03/2025;Tablets;2025;3476.55
Troy Hanson;No especificado;Canada;398.92;3;1/03/2025;Tablets;2025;1196.76
Matthew Jones;Femenino;Mexico;605.9;6;1/03/2025;Laptops;2025;3635.4
Heather Ryan;Femenino;Argentina;337.92;10;1/03/2025;Cámaras;2025;3379.2
Christopher Anthony;Femenino;Francia;296.26;3;1/03/2025;Televisores;2025;888.78
Lisa Taylor;No especificado;España;234.22;7;1/03/2025;Televisores;2025;1639.54
Derrick Hughes;Femenino;Italia;291.79;4;1/03/2025;Desktops;2025;1167.16
Joseph Duke;No especificado;Brasil;598.12;1;1/03/2025;Cámaras;2025;598.12
Kathryn Wallace MD;Femenino;USA;283;8;1/03/2025;Cámaras;2025;2264
Jason Rodriguez;No especificado;Alemania;59.08;6;1/03/2025;Laptops;2025;354.48
Lisa Parsons;No especificado;Italia;66.35;5;1/03/2025;Tablets;2025;331.75
Christopher Scott;Masculino;Brasil;270.05;4;1/03/2025;Smartphones;2025;1080.2
Donald Johnson;Masculino;España;61.42;10;1/03/2025;Cámaras;2025;614.2
Rebecca Castillo;Femenino;Mexico;554.4;4;1/03/2025;Consolas;2025;2217.6
Mark Harris;Femenino;Francia;507.33;6;1/03/2025;Consolas;2025;3043.98
Diane Kirk;Femenino;Francia;494.83;7;1/03/2025;Desktops;2025;3463.81
Matthew Lozano;Masculino;USA;891.82;6;1/03/2025;Tablets;2025;5350.92
Zachary Robertson;Femenino;Canada;92.87;9;1/03/2025;Consolas;2025;835.83
Desiree Harris;Masculino;USA;136.79;1;1/03/2025;Desktops;2025;136.79
Ryan Marshall;Femenino;Brasil;988.4;8;1/03/2025;Televisores;2025;7907.2
Molly Brown;Masculino;Francia;684.59;5;1/03/2025;Tablets;2025;3422.95
Jeanette Tanner;No especificado;Brasil;613.22;4;1/03/2025;Televisores;2025;2452.88
Suzanne Garrett;Masculino;España;664.15;2;1/03/2025;Smartphones;2025;1328.3
Katherine Contreras;No especificado;Brasil;467.65;1;1/03/2025;Consolas;2025;467.65
Michael Miller;No especificado;Mexico;582.87;9;1/03/2025;Desktops;2025;5245.83
Amanda Ewing;Femenino;Brasil;183.24;6;1/03/2025;Consolas;2025;1099.44
Deborah Williams;Masculino;Francia;733.35;5;1/03/2025;Cámaras;2025;3666.75
Dale Townsend;Masculino;Brasil;583.58;6;1/03/2025;Tablets;2025;3501.48
Joseph Castillo;Masculino;Francia;344.32;2;1/03/2025;Tablets;2025;688.64
Michael Pineda;No especificado;Mexico;393.28;9;1/03/2025;Televisores;2025;3539.52
Sandra Joseph;Masculino;Brasil;445.84;6;1/03/2025;Desktops;2025;2675.04
Penny Turner;No especificado;Argentina;507.09;7;1/03/2025;Cámaras;2025;3549.63
Lauren Wu;Masculino;Alemania;768.4;2;1/03/2025;Televisores;2025;1536.8
Mr. Brian Williams V;Femenino;Colombia;191.84;8;1/03/2025;Desktops;2025;1534.72
Jonathan Graves;No especificado;Colombia;996.47;3;1/03/2025;Laptops;2025;2989.41
Jennifer Grant;No especificado;USA;859.7;10;1/03/2025;Consolas;2025;8597
Andrew Pittman;No especificado;Mexico;483.04;10;1/03/2025;Laptops;2025;4830.4
Alex Rodriguez;No especificado;Brasil;671.62;8;1/03/2025;Tablets;2025;5372.96
Tammy Woods;Femenino;Brasil;137.49;9;1/03/2025;Consolas;2025;1237.41
Chelsea Jones;No especificado;Argentina;157.81;3;1/03/2025;Laptops;2025;473.43
Danny Hendricks;Femenino;Mexico;253.12;10;1/03/2025;Smartphones;2025;2531.2
Shane Gonzalez;Masculino;España;173.05;2;1/03/2025;Cámaras;2025;346.1
Sharon Sanchez;No especificado;España;992.37;8;1/03/2025;Cámaras;2025;7938.96
Tyler Greene;No especificado;Canada;426.5;5;1/03/2025;Laptops;2025;2132.5
Kerri Charles;Masculino;Francia;126.04;2;1/03/2025;Televisores;2025;252.08
Christine Rogers;Femenino;Canada;559.77;8;1/03/2025;Desktops;2025;4478.16
Stanley Zhang;Femenino;Italia;716.64;6;1/03/2025;Tablets;2025;4299.84
Rebecca Blake;No especificado;Brasil;915.96;9;1/03/2025;Consolas;2025;8243.64
Janet Gibson;No especificado;España;718.32;10;1/03/2025;Consolas;2025;7183.2
Dr. Brooke Case MD;No especificado;Brasil;738.93;9;1/03/2025;Cámaras;2025;6650.37
Gary Reed;Masculino;Mexico;265.88;6;1/03/2025;Televisores;2025;1595.28
Kara Zimmerman;Femenino;USA;634.74;6;1/03/2025;Cámaras;2025;3808.44
Jennifer Smith;Masculino;Alemania;544.92;9;1/03/2025;Cámaras;2025;4904.28
Joan Carlson;No especificado;Canada;521.09;8;1/03/2025;Desktops;2025;4168.72
Kent Taylor;Masculino;Francia;585.65;8;1/03/2025;Laptops;2025;4685.2
Michele Hall;Masculino;Italia;909.28;6;1/03/2025;Consolas;2025;5455.68
Tina Reyes;Masculino;Canada;67.75;5;1/03/2025;Desktops;2025;338.75
Kristina Moore;Masculino;Alemania;545.59;9;1/03/2025;Desktops;2025;4910.31
Christian Bray;No especificado;Argentina;952.03;4;1/04/2025;Smartphones;2025;3808.12
Karen Collins;No especificado;Alemania;182.66;8;1/04/2025;Laptops;2025;1461.28
Victoria Anderson;No especificado;España;216.72;6;1/04/2025;Tablets;2025;1300.32
Curtis Johnson;Femenino;Brasil;407.01;8;1/04/2025;Tablets;2025;3256.08
Tammy Bryant;No especificado;Canada;409.34;1;1/04/2025;Televisores;2025;409.34
Mary Nelson;No especificado;USA;637.35;9;1/04/2025;Laptops;2025;5736.15
David Smith;Femenino;Francia;743.18;2;1/04/2025;Desktops;2025;1486.36
Melissa Lee;Masculino;Argentina;927.51;4;1/04/2025;Smartphones;2025;3710.04
Ronald Berry;Masculino;España;349.93;4;1/04/2025;Smartphones;2025;1399.72
Clifford Conner;Masculino;Argentina;834.58;10;1/04/2025;Cámaras;2025;8345.8
Robert Nguyen Jr.;Masculino;Mexico;685.73;4;1/04/2025;Smartphones;2025;2742.92
Robert Bailey;Masculino;Francia;802.15;6;1/04/2025;Televisores;2025;4812.9
Eric Ortega;Femenino;Canada;245.37;7;1/04/2025;Smartphones;2025;1717.59
Steven Drake;Masculino;Mexico;112.44;5;1/04/2025;Tablets;2025;562.2
Katherine Quinn;Femenino;Canada;403.11;1;1/04/2025;Cámaras;2025;403.11
Dawn Ortiz;No especificado;Francia;186.49;3;1/04/2025;Televisores;2025;559.47
Bryan Sanford;Masculino;Brasil;133.16;7;1/04/2025;Cámaras;2025;932.12
Martha Wyatt;Femenino;Argentina;803.02;3;1/04/2025;Consolas;2025;2409.06
Jessica Mccarthy;No especificado;Alemania;409.7;10;1/04/2025;Consolas;2025;4097
Cynthia Arnold;Masculino;Colombia;780.98;9;1/04/2025;Smartphones;2025;7028.82
Jessica Carter;Masculino;Brasil;808.15;7;1/04/2025;Tablets;2025;5657.05
Barry Bryant;Femenino;USA;981.48;1;1/04/2025;Smartphones;2025;981.48
Krystal Perez;Femenino;Brasil;954.52;8;1/04/2025;Cámaras;2025;7636.16
Todd Morgan;Masculino;Colombia;122.81;8;1/04/2025;Cámaras;2025;982.48
Jennifer Mitchell;Masculino;Brasil;223.82;5;1/04/2025;Desktops;2025;1119.1
Anthony Shepherd;Masculino;Mexico;616.01;7;1/04/2025;Tablets;2025;4312.07
Kevin Burns;Femenino;Italia;670.68;6;1/04/2025;Consolas;2025;4024.08
Tommy Travis;Femenino;Alemania;220.97;9;1/04/2025;Laptops;2025;1988.73
Cody Parker;Femenino;USA;555.84;7;1/04/2025;Smartphones;2025;3890.88
Brittany Stein;Masculino;Mexico;997.26;4;1/04/2025;Tablets;2025;3989.04
Calvin Coffey;Masculino;Colombia;708.82;10;1/04/2025;Tablets;2025;7088.2
Steven Williams;No especificado;Brasil;631.83;6;1/04/2025;Laptops;2025;3790.98
Darren Wheeler;No especificado;Alemania;697.91;8;1/04/2025;Tablets;2025;5583.28
Matthew Odonnell MD;Femenino;Italia;167.97;5;1/04/2025;Desktops;2025;839.85
Jeanette Bell;No especificado;Canada;676.01;10;1/04/2025;Laptops;2025;6760.1
Dr. William Kim;Masculino;España;818.18;1;1/04/2025;Tablets;2025;818.18
Mary Roberts;Femenino;Francia;153.28;5;1/04/2025;Smartphones;2025;766.4
Rachel Reyes;No especificado;Mexico;768.49;6;1/04/2025;Desktops;2025;4610.94
Julia Trujillo;Masculino;España;102.46;1;1/04/2025;Televisores;2025;102.46
Tristan Charles;Femenino;Canada;916;9;1/04/2025;Televisores;2025;8244
Tiffany Abbott;Masculino;USA;57.24;6;1/04/2025;Smartphones;2025;343.44
Tonya Ward;Masculino;España;623.68;1;1/04/2025;Televisores;2025;623.68
Lisa Stewart;No especificado;Brasil;571.87;1;1/04/2025;Tablets;2025;571.87
Jennifer Brown;Masculino;Mexico;529.8;4;1/04/2025;Smartphones;2025;2119.2
Jordan Mills;Femenino;Alemania;342.4;2;1/04/2025;Smartphones;2025;684.8
David Hopkins;No especificado;Alemania;728.35;5;1/04/2025;Laptops;2025;3641.75
Brian Franklin;Masculino;USA;711.64;3;1/04/2025;Smartphones;2025;2134.92
Julie Nguyen;Masculino;Francia;686.46;1;1/04/2025;Consolas;2025;686.46
Evan Roberts;Femenino;Francia;611.26;5;1/04/2025;Smartphones;2025;3056.3
Travis Collins;Femenino;Canada;928.09;3;1/04/2025;Consolas;2025;2784.27
Olivia Bishop;Masculino;Francia;834.25;6;1/04/2025;Televisores;2025;5005.5
Colleen Peters;Masculino;Alemania;431.51;9;1/04/2025;Laptops;2025;3883.59
Calvin Ray;No especificado;Colombia;102.53;6;1/04/2025;Desktops;2025;615.18
Michael Hansen;Masculino;Italia;387.88;4;1/04/2025;Laptops;2025;1551.52
Jason Cox;Femenino;Francia;937.15;1;1/04/2025;Televisores;2025;937.15
Lee Patel;Femenino;Italia;371.18;4;1/04/2025;Laptops;2025;1484.72
Jennifer Harrison;Masculino;Argentina;851.59;9;1/04/2025;Cámaras;2025;7664.31
Scott Turner;Femenino;Italia;911.74;4;1/04/2025;Desktops;2025;3646.96
Mariah Marquez;Masculino;Argentina;760.05;6;1/04/2025;Smartphones;2025;4560.3
Benjamin Suarez MD;No especificado;Argentina;405.3;8;1/04/2025;Consolas;2025;3242.4
Tina Barry;No especificado;USA;357.91;8;1/04/2025;Smartphones;2025;2863.28
Jordan Hansen;No especificado;Italia;165.72;1;1/04/2025;Smartphones;2025;165.72
Sara Kelly;No especificado;Canada;178.47;7;1/04/2025;Televisores;2025;1249.29
Steven Brown;Masculino;Francia;708.82;6;1/04/2025;Consolas;2025;4252.92
Brenda Duke MD;Masculino;USA;989.79;2;1/04/2025;Televisores;2025;1979.58
Paul Wright;Femenino;Brasil;922.37;5;1/04/2025;Tablets;2025;4611.85
Stephanie Gonzales;No especificado;Colombia;427.14;9;1/04/2025;Laptops;2025;3844.26
Sarah Huff;No especificado;Francia;279.19;4;1/04/2025;Tablets;2025;1116.76
Jessica Smith;Masculino;Canada;286.06;3;1/04/2025;Cámaras;2025;858.18
Susan Hunt;Masculino;Argentina;178.82;9;1/04/2025;Desktops;2025;1609.38
Monica Cruz;Masculino;Mexico;302.38;8;1/04/2025;Desktops;2025;2419.04
Kathryn Robertson;Femenino;Brasil;145.87;2;1/04/2025;Cámaras;2025;291.74
Jessica Stephens;Masculino;Brasil;370.91;8;1/04/2025;Consolas;2025;2967.28
Megan Collins;Masculino;España;594.21;5;1/04/2025;Desktops;2025;2971.05
Deborah Lawrence;No especificado;Argentina;875.85;6;1/04/2025;Laptops;2025;5255.1
Chloe Bruce;No especificado;Argentina;322.6;9;1/04/2025;Consolas;2025;2903.4
Nicole Delgado;Femenino;Argentina;1000;2;1/04/2025;Cámaras;2025;2000
Angela Nelson;No especificado;España;532.23;3;1/04/2025;Cámaras;2025;1596.69
Priscilla Woodward;No especificado;Colombia;965.16;10;1/04/2025;Consolas;2025;9651.6
Gina Hunter;Masculino;Mexico;832.68;10;1/04/2025;Smartphones;2025;8326.8
Aaron Jarvis MD;Femenino;Mexico;949.49;10;1/04/2025;Smartphones;2025;9494.9
Linda Hernandez;Femenino;España;929.52;1;1/04/2025;Laptops;2025;929.52
Reginald Gardner;No especificado;Mexico;157.04;7;1/04/2025;Smartphones;2025;1099.28
Virginia Campos;Femenino;Alemania;277.71;9;1/04/2025;Consolas;2025;2499.39
Scott Martinez;No especificado;Italia;190.47;7;1/04/2025;Laptops;2025;1333.29
Joshua Hurley;No especificado;Italia;465.53;4;1/04/2025;Laptops;2025;1862.12
Sarah Johnson;No especificado;Francia;882.79;7;1/04/2025;Televisores;2025;6179.53
David Dominguez;Femenino;Francia;984.32;5;1/04/2025;Smartphones;2025;4921.6
Justin Hardy;Femenino;España;180.11;2;1/04/2025;Laptops;2025;360.22
Thomas Morgan;Masculino;Argentina;290.89;8;1/04/2025;Smartphones;2025;2327.12
Courtney Hernandez;Masculino;Francia;489.86;3;1/04/2025;Tablets;2025;1469.58
Darlene Mcgee;Masculino;Argentina;191.57;9;1/04/2025;Tablets;2025;1724.13
Jennifer Mills;No especificado;Argentina;918.55;7;1/04/2025;Desktops;2025;6429.85
Eric Murray;No especificado;Francia;279.68;9;1/04/2025;Laptops;2025;2517.12
Brian Nash;Femenino;USA;926.92;8;1/04/2025;Consolas;2025;7415.36
Natalie Ryan;No especificado;USA;579.53;2;1/04/2025;Cámaras;2025;1159.06
Patricia Quinn;Masculino;Alemania;824.86;2;1/04/2025;Tablets;2025;1649.72
Katherine White;Femenino;Brasil;512.96;9;1/04/2025;Smartphones;2025;4616.64
Amy Garcia;Masculino;Alemania;162.63;5;1/04/2025;Televisores;2025;813.15
Suzanne Little;Masculino;España;692.87;3;1/04/2025;Laptops;2025;2078.61
Gina Ferguson;Masculino;Canada;872.67;5;1/04/2025;Smartphones;2025;4363.35
Andrea Gutierrez;No especificado;USA;249.27;4;1/04/2025;Smartphones;2025;997.08
Erin Ortega;Femenino;Italia;114.11;10;1/04/2025;Televisores;2025;1141.1
Thomas Ortiz;Masculino;Colombia;380.38;8;1/04/2025;Consolas;2025;3043.04
Annette Adams;Masculino;España;706.87;7;1/04/2025;Desktops;2025;4948.09
James Everett;Masculino;España;904.41;5;1/04/2025;Cámaras;2025;4522.05
Alison Baker;Femenino;Alemania;426.55;1;1/04/2025;Smartphones;2025;426.55
Brian Farley;Masculino;USA;771.88;5;1/04/2025;Laptops;2025;3859.4
Nicholas Thompson;No especificado;Mexico;765.72;5;1/04/2025;Televisores;2025;3828.6
Phillip Hayes;No especificado;Argentina;885.77;1;1/04/2025;Laptops;2025;885.77
Robert Thomas;Masculino;Argentina;373;1;1/04/2025;Televisores;2025;373
Christina Anderson;Femenino;USA;212.13;1;1/04/2025;Consolas;2025;212.13
James Williams;Masculino;Italia;516.99;3;1/04/2025;Laptops;2025;1550.97
Craig Miller;Masculino;Colombia;604.37;4;1/04/2025;Tablets;2025;2417.48
Michelle Stokes;No especificado;USA;772.2;7;1/04/2025;Desktops;2025;5405.4
Jennifer Fox;Femenino;Mexico;895.81;9;1/04/2025;Desktops;2025;8062.29
Mark Brown;No especificado;Alemania;350.86;4;1/04/2025;Desktops;2025;1403.44
Renee Woods;Femenino;Colombia;480.82;6;1/04/2025;Tablets;2025;2884.92
Joanne Johnson;Masculino;Canada;501.02;6;1/04/2025;Televisores;2025;3006.12
Donald Jackson;Masculino;Argentina;76.11;1;1/04/2025;Televisores;2025;76.11
Yolanda Richmond;Femenino;Mexico;238.74;5;1/04/2025;Consolas;2025;1193.7
Michael Allen;No especificado;Colombia;760.78;4;1/04/2025;Consolas;2025;3043.12
Linda Murphy;Masculino;Mexico;415.89;3;1/04/2025;Consolas;2025;1247.67
Harold Hernandez;No especificado;Argentina;889.68;5;1/04/2025;Desktops;2025;4448.4
Timothy Santos;Femenino;Canada;122.06;9;1/04/2025;Televisores;2025;1098.54
Devon Gonzales;No especificado;Colombia;931.76;4;1/04/2025;Smartphones;2025;3727.04
Larry Harrison;Femenino;Francia;836.12;1;1/04/2025;Consolas;2025;836.12
Darrell Price;Masculino;Brasil;350.34;3;1/04/2025;Consolas;2025;1051.02
Donald Smith;No especificado;Colombia;91.44;9;1/04/2025;Consolas;2025;822.96
Alison Garcia;Femenino;Francia;286.99;4;1/04/2025;Desktops;2025;1147.96
Joseph Garrison;Masculino;Canada;281.32;8;1/04/2025;Cámaras;2025;2250.56
Paula Garrett;Femenino;Colombia;115.63;6;1/04/2025;Smartphones;2025;693.78
Melissa Terry;No especificado;Alemania;460.37;9;1/04/2025;Consolas;2025;4143.33
Kristen Gonzalez;Femenino;Colombia;186.25;5;1/04/2025;Laptops;2025;931.25
Larry Mendez;No especificado;Argentina;601.63;4;1/04/2025;Laptops;2025;2406.52
Mark Turner;No especificado;Brasil;528.11;2;1/04/2025;Consolas;2025;1056.22
Tiffany Williams;No especificado;Mexico;495.88;8;1/04/2025;Cámaras;2025;3967.04
Deborah Webster;Femenino;España;430.73;9;1/04/2025;Consolas;2025;3876.57
Beverly Brady;Femenino;Francia;891.08;6;1/04/2025;Desktops;2025;5346.48
Margaret Taylor;Masculino;Canada;700.38;2;1/04/2025;Laptops;2025;1400.76
Michael Bright;Masculino;España;262.15;2;1/04/2025;Smartphones;2025;524.3
Danielle Young;Femenino;USA;680.67;2;1/04/2025;Televisores;2025;1361.34
Dawn Carney;No especificado;USA;255.19;1;1/04/2025;Televisores;2025;255.19
Caitlin Dillon;Masculino;Colombia;226.95;7;1/04/2025;Desktops;2025;1588.65
Kayla Foster;No especificado;Colombia;886.06;4;1/04/2025;Smartphones;2025;3544.24
Mary Crawford;Femenino;Colombia;226.46;6;1/04/2025;Consolas;2025;1358.76
James Johnson;Femenino;Colombia;437.71;6;1/04/2025;Consolas;2025;2626.26
Andrew Romero;No especificado;Argentina;327.6;7;1/04/2025;Laptops;2025;2293.2
Allison Smith;No especificado;Argentina;823.18;1;1/04/2025;Consolas;2025;823.18
David Watson;No especificado;Francia;79.54;4;1/04/2025;Cámaras;2025;318.16
Jessica Cunningham;No especificado;Canada;69.6;1;1/04/2025;Consolas;2025;69.6
Mr. Nathaniel Simpson DDS;Femenino;Argentina;417.77;9;1/04/2025;Televisores;2025;3759.93
Brian Adams;No especificado;Colombia;95.53;1;1/04/2025;Desktops;2025;95.53
Joseph Cook;Femenino;España;745.26;3;1/04/2025;Cámaras;2025;2235.78
Anna Sanders;No especificado;Alemania;696.44;6;1/04/2025;Televisores;2025;4178.64
Christopher Edwards;Masculino;Argentina;717.33;6;1/04/2025;Smartphones;2025;4303.98
Tiffany Goodwin;Masculino;Mexico;533.38;10;1/04/2025;Cámaras;2025;5333.8
Ryan Griffin;No especificado;Alemania;291.79;8;1/04/2025;Tablets;2025;2334.32
Carol Williams;No especificado;Brasil;121.52;4;1/04/2025;Televisores;2025;486.08
Philip Perry;No especificado;Canada;659.33;1;1/04/2025;Televisores;2025;659.33
Kiara Glenn;Masculino;Argentina;671.01;6;1/04/2025;Televisores;2025;4026.06
Carolyn House;No especificado;Francia;262.19;8;1/04/2025;Desktops;2025;2097.52
Michael Smith;Femenino;Canada;716.47;3;1/04/2025;Televisores;2025;2149.41
Brian Kline;Femenino;Colombia;389.18;2;1/04/2025;Televisores;2025;778.36
Alyssa Mendoza;Femenino;Italia;473.62;10;1/04/2025;Televisores;2025;4736.2
Troy Phillips;No especificado;Alemania;573.03;1;1/04/2025;Desktops;2025;573.03
Patricia Brooks;Masculino;USA;390.46;8;1/04/2025;Tablets;2025;3123.68
Benjamin Phillips;Masculino;Francia;504.42;6;1/04/2025;Desktops;2025;3026.52
Zachary Evans;No especificado;Canada;582.37;7;1/04/2025;Desktops;2025;4076.59
Andres Howard;No especificado;Canada;264.11;5;1/04/2025;Desktops;2025;1320.55
Steven Ward;Femenino;Canada;882.87;4;1/04/2025;Smartphones;2025;3531.48
Jacob Holmes;No especificado;Argentina;692.6;2;1/04/2025;Smartphones;2025;1385.2
Joshua Murphy;Femenino;España;274.96;9;1/04/2025;Consolas;2025;2474.64
Robert Smith;Masculino;Argentina;602.56;4;1/04/2025;Consolas;2025;2410.24
Dennis Howell;Masculino;Francia;147.41;4;1/04/2025;Tablets;2025;589.64
Mark Lee;Femenino;Brasil;647.46;4;1/04/2025;Televisores;2025;2589.84
Evan Munoz DDS;Femenino;USA;676.92;1;1/04/2025;Consolas;2025;676.92
Sherry Sparks;No especificado;España;749.25;10;1/04/2025;Consolas;2025;7492.5
Mrs. Nancy Ramirez;No especificado;Francia;466.03;2;1/04/2025;Smartphones;2025;932.06
Robin Adams;Masculino;Canada;638.19;3;1/04/2025;Smartphones;2025;1914.57
John Martinez;No especificado;Italia;654.93;10;1/04/2025;Televisores;2025;6549.3
Mr. Hunter Nichols;Masculino;Italia;218.87;1;1/04/2025;Laptops;2025;218.87
Cheryl Hoover;Masculino;Francia;221.15;8;1/04/2025;Desktops;2025;1769.2
Lucas Melendez;No especificado;USA;808.44;8;1/04/2025;Televisores;2025;6467.52
Sarah Weber;Masculino;Mexico;246.33;7;1/04/2025;Desktops;2025;1724.31
Eric Allen;No especificado;Brasil;483.27;8;1/04/2025;Televisores;2025;3866.16
Brandon Roberts;Femenino;Colombia;207.37;9;1/04/2025;Televisores;2025;1866.33
Robert Mitchell;Femenino;Brasil;226.53;7;1/04/2025;Laptops;2025;1585.71
Scott Ramos;No especificado;España;770.22;4;1/04/2025;Smartphones;2025;3080.88
Whitney Davenport;No especificado;España;157.22;5;1/04/2025;Cámaras;2025;786.1
Kimberly Stanley;Femenino;Francia;595.74;5;1/04/2025;Desktops;2025;2978.7
Olivia Gray;No especificado;USA;299;10;1/04/2025;Smartphones;2025;2990
Kimberly Valentine;No especificado;Colombia;338.05;1;1/04/2025;Desktops;2025;338.05
Justin Reyes;No especificado;Francia;124.65;9;1/04/2025;Cámaras;2025;1121.85
Joshua Foster;Femenino;Canada;164.81;4;1/04/2025;Laptops;2025;659.24
Paul Barrett;No especificado;Canada;697.29;3;1/04/2025;Smartphones;2025;2091.87
Leah Jackson;No especificado;Brasil;79.95;9;1/04/2025;Cámaras;2025;719.55
Joyce Alvarez;Masculino;España;229.1;4;1/04/2025;Televisores;2025;916.4
Benjamin Hughes;Masculino;Mexico;680.97;2;1/04/2025;Tablets;2025;1361.94
Adam Thomas;Masculino;Italia;592.71;8;1/04/2025;Smartphones;2025;4741.68
Shannon Fields;Masculino;Colombia;204.46;4;1/04/2025;Televisores;2025;817.84
Ruth Combs;Masculino;Mexico;612.83;1;1/04/2025;Cámaras;2025;612.83
Michael Lambert;No especificado;Argentina;684.69;6;1/04/2025;Televisores;2025;4108.14
Anne Ward;Femenino;Colombia;108.18;6;1/04/2025;Laptops;2025;649.08
Brandy Reyes;Femenino;Francia;178.28;1;1/04/2025;Tablets;2025;178.28
Tyler Perez;Masculino;Italia;813.15;9;1/04/2025;Desktops;2025;7318.35
Tara Medina;Masculino;Colombia;652.62;9;1/04/2025;Smartphones;2025;5873.58
Carrie Stevens;No especificado;España;380.49;8;1/04/2025;Smartphones;2025;3043.92
Gregory Valdez;Masculino;Brasil;496.95;7;1/04/2025;Consolas;2025;3478.65
Elizabeth Howe;No especificado;Colombia;683.05;5;1/04/2025;Consolas;2025;3415.25
Jason Kirk;Masculino;Italia;736.25;2;1/04/2025;Desktops;2025;1472.5
Sara Cochran;No especificado;Francia;90.2;7;1/04/2025;Televisores;2025;631.4
Ashley Conway;Femenino;Francia;691.4;1;1/04/2025;Smartphones;2025;691.4
Heather Burns;No especificado;Mexico;397.6;7;1/04/2025;Laptops;2025;2783.2
